"# Renewables.ninja Weather (hourly data, 1980-2019) - Somalia - ninja_weather_country_SO_merra-2_population_weighted.csv - Version: 1.3 - License: https://science.nasa.gov/earth-science/earth-science-data/data-information-policy - Reference: https://renewables.ninja and https://doi.org/10.1175/JCLI-D-16-0758.1",,,,,,,,
"# Units: time in UTC, other columns are average weather variables, population weighted. precipitation in mm/hour (PRECTOTLAND in MERRA-2). temperature at 2 metres above ground in degrees C (T2M in MERRA-2). irradiance at ground level (_surface) and top of atmosphere (_toa) in W/m^2 (SWGDN and SWTDN in MERRA-2). snowfall in mm/hour (PRECSNOLAND in MERRA-2). snow_mass in kg/m^2 (SNOMAS in MERRA-2). cloud_cover as a fraction [0,1] (CLDTOT in MERRA-2). air_density at ground level in kg/m^3 (RHOA in MERRA-2).",,,,,,,,
time,precipitation,temperature,irradiance_surface,irradiance_toa,snowfall,snow_mass,cloud_cover,air_density
2019-01-01 00:00,0.0043,23.358,0,0,0,0,0.6674,1.1545
2019-01-01 01:00,0.007,23.159,0,0,0,0,0.6634,1.1559
2019-01-01 02:00,0.0095,22.983,0.0083,0.0518,0,0,0.613,1.1572
2019-01-01 03:00,0.0107,23.281,62.1334,139.6053,0,0,0.5359,1.1581
2019-01-01 04:00,0.0038,24.987,278.3868,460.8025,0,0,0.3934,1.1556
2019-01-01 05:00,4.00E-04,27.263,524.3336,751.3417,0,0,0.3265,1.1502
2019-01-01 06:00,9.00E-04,29.583,730.3467,988.3924,0,0,0.2891,1.1435
2019-01-01 07:00,0.001,31.511,876.0878,1155.8044,0,0,0.2438,1.137
2019-01-01 08:00,6.00E-04,32.927,949.601,1242.0898,0,0,0.1706,1.1316
2019-01-01 09:00,5.00E-04,33.847,947.8866,1241.518,0,0,0.1228,1.1271
2019-01-01 10:00,5.00E-04,34.258,866.3914,1153.9052,0,0,0.1174,1.1238
2019-01-01 11:00,7.00E-04,34.166,713.1035,985.4677,0,0,0.139,1.122
2019-01-01 12:00,8.00E-04,33.592,506.007,747.512,0,0,0.1816,1.122
2019-01-01 13:00,8.00E-04,32.513,271.8996,456.2976,0,0,0.2299,1.1238
2019-01-01 14:00,6.00E-04,30.819,61.5536,140.2881,0,0,0.268,1.1274
2019-01-01 15:00,3.00E-04,28.908,0.1714,0.802,0,0,0.2364,1.1322
2019-01-01 16:00,2.00E-04,27.959,0,0,0,0,0.2084,1.1366
2019-01-01 17:00,1.00E-04,27.19,0,0,0,0,0.2325,1.14
2019-01-01 18:00,1.00E-04,26.545,0,0,0,0,0.2668,1.1424
2019-01-01 19:00,2.00E-04,26.003,0,0,0,0,0.2895,1.1442
2019-01-01 20:00,6.00E-04,25.533,0,0,0,0,0.3169,1.1456
2019-01-01 21:00,8.00E-04,25.117,0,0,0,0,0.3854,1.1466
2019-01-01 22:00,0.0024,24.757,0,0,0,0,0.524,1.1476
2019-01-01 23:00,0.0045,24.474,0,0,0,0,0.6214,1.1487
2019-01-02 00:00,0.0071,24.239,0,0,0,0,0.6409,1.1499
2019-01-02 01:00,0.0087,24.023,0,0,0,0,0.5933,1.1513
2019-01-02 02:00,0.0092,23.832,0.008,0.0532,0,0,0.5345,1.1527
2019-01-02 03:00,0.0095,24.121,62.3613,139.8134,0,0,0.4628,1.1536
2019-01-02 04:00,0.0034,25.842,275.7236,461.2077,0,0,0.3309,1.1509
2019-01-02 05:00,5.00E-04,28.138,509.6975,751.9271,0,0,0.2693,1.1453
2019-01-02 06:00,8.00E-04,30.319,701.6057,989.1209,0,0,0.2828,1.1388
2019-01-02 07:00,0.0018,32.063,835.9915,1156.6131,0,0,0.3164,1.1329
2019-01-02 08:00,0.0036,33.262,881.7913,1243.0219,0,0,0.3235,1.128
2019-01-02 09:00,0.0067,33.944,859.6068,1242.3358,0,0,0.3022,1.1242
2019-01-02 10:00,0.0119,34.136,764.8687,1154.8108,0,0,0.3032,1.1216
2019-01-02 11:00,0.0148,33.817,598.181,986.222,0,0,0.3587,1.1207
2019-01-02 12:00,0.0148,33.029,393.9219,748.1178,0,0,0.4259,1.1217
2019-01-02 13:00,0.0093,31.879,195.0594,456.7276,0,0,0.4933,1.1243
2019-01-02 14:00,0.0042,30.415,42.722,140.4756,0,0,0.535,1.1281
2019-01-02 15:00,0.0021,29.036,0.1626,0.8039,0,0,0.5495,1.1327
2019-01-02 16:00,0.0024,28.161,0,0,0,0,0.5546,1.1369
2019-01-02 17:00,0.0047,27.436,0,0,0,0,0.5674,1.1402
2019-01-02 18:00,0.0093,26.815,0,0,0,0,0.5632,1.1424
2019-01-02 19:00,0.014,26.273,0,0,0,0,0.5632,1.1441
2019-01-02 20:00,0.0146,25.807,0,0,0,0,0.5593,1.1454
2019-01-02 21:00,0.012,25.405,0,0,0,0,0.5561,1.1465
2019-01-02 22:00,0.0085,25.055,0,0,0,0,0.5589,1.1475
2019-01-02 23:00,0.0057,24.755,0,0,0,0,0.5472,1.1487
2019-01-03 00:00,0.0037,24.498,0,0,0,0,0.5728,1.1501
2019-01-03 01:00,0.0021,24.274,0,0,0,0,0.5926,1.1517
2019-01-03 02:00,0.0014,24.07,0.0088,0.0548,0,0,0.5892,1.1532
2019-01-03 03:00,0.0016,24.255,53.6845,140.0357,0,0,0.5704,1.1544
2019-01-03 04:00,0.0033,25.713,243.3209,461.6551,0,0,0.4964,1.1525
2019-01-03 05:00,0.0041,27.678,470.8733,752.5693,0,0,0.4461,1.148
2019-01-03 06:00,0.0042,29.672,660.6481,989.9167,0,0,0.44,1.1421
2019-01-03 07:00,0.0052,31.429,794.7748,1157.5253,0,0,0.4803,1.1363
2019-01-03 08:00,0.0061,32.77,866.6056,1243.9909,0,0,0.5257,1.1311
2019-01-03 09:00,0.0061,33.603,854.1026,1243.3363,0,0,0.559,1.1268
2019-01-03 10:00,0.0077,33.9,765.6774,1155.7556,0,0,0.6158,1.1239
2019-01-03 11:00,0.0091,33.707,617.8535,987.0263,0,0,0.6464,1.1225
2019-01-03 12:00,0.01,33.015,420.7541,748.7687,0,0,0.6386,1.1228
2019-01-03 13:00,0.0069,31.915,223.5681,457.1662,0,0,0.612,1.1247
2019-01-03 14:00,0.0012,30.411,52.8102,140.681,0,0,0.614,1.1282
2019-01-03 15:00,3.00E-04,28.95,0.179,0.8059,0,0,0.6624,1.1329
2019-01-03 16:00,3.00E-04,28.059,0,0,0,0,0.7148,1.1374
2019-01-03 17:00,2.00E-04,27.288,0,0,0,0,0.7507,1.141
2019-01-03 18:00,5.00E-04,26.596,0,0,0,0,0.7657,1.1437
2019-01-03 19:00,0.0021,25.963,0,0,0,0,0.79,1.1457
2019-01-03 20:00,0.0071,25.407,0,0,0,0,0.8337,1.1474
2019-01-03 21:00,0.0112,24.886,0,0,0,0,0.8794,1.1487
2019-01-03 22:00,0.0166,24.411,0,0,0,0,0.8946,1.1499
2019-01-03 23:00,0.0191,24.017,0,0,0,0,0.9048,1.1514
2019-01-04 00:00,0.029,23.698,0,0,0,0,0.9205,1.1533
2019-01-04 01:00,0.0415,23.427,0,0,0,0,0.9201,1.1552
2019-01-04 02:00,0.03,23.172,0.0112,0.0566,0,0,0.9104,1.1573
2019-01-04 03:00,0.0232,23.306,59.443,140.2742,0,0,0.8705,1.159
2019-01-04 04:00,0.0195,24.693,255.8823,462.1395,0,0,0.7895,1.1577
2019-01-04 05:00,0.0239,26.541,478.562,753.2452,0,0,0.7123,1.154
2019-01-04 06:00,0.0181,28.418,646.2511,990.7455,0,0,0.6807,1.1489
2019-01-04 07:00,0.0144,30.166,777.525,1158.4797,0,0,0.685,1.1432
2019-01-04 08:00,0.0091,31.646,875.1257,1244.961,0,0,0.7031,1.1376
2019-01-04 09:00,0.0087,32.741,906.9981,1244.3746,0,0,0.721,1.1325
2019-01-04 10:00,0.0098,33.378,850.2081,1156.6539,0,0,0.719,1.1284
2019-01-04 11:00,0.0106,33.482,715.8534,987.8605,0,0,0.678,1.126
2019-01-04 12:00,0.0116,33.016,513.4187,749.4563,0,0,0.6016,1.1255
2019-01-04 13:00,0.0095,31.962,279.2149,457.6574,0,0,0.5376,1.1269
2019-01-04 14:00,0.0042,30.114,65.0144,140.9014,0,0,0.4444,1.1303
2019-01-04 15:00,0.0021,28.008,0.1946,0.8081,0,0,0.4124,1.1355
2019-01-04 16:00,0.0016,27.06,0,0,0,0,0.519,1.1403
2019-01-04 17:00,8.00E-04,26.312,0,0,0,0,0.611,1.144
2019-01-04 18:00,5.00E-04,25.656,0,0,0,0,0.673,1.1468
2019-01-04 19:00,3.00E-04,25.068,0,0,0,0,0.6924,1.1489
2019-01-04 20:00,3.00E-04,24.547,0,0,0,0,0.6731,1.1505
2019-01-04 21:00,5.00E-04,24.073,0,0,0,0,0.6255,1.1516
2019-01-04 22:00,0.0014,23.623,0,0,0,0,0.5846,1.1527
2019-01-04 23:00,0.0032,23.204,0,0,0,0,0.5668,1.1541
2019-01-05 00:00,0.005,22.813,0,0,0,0,0.5356,1.1559
2019-01-05 01:00,0.0058,22.438,0,0,0,0,0.4456,1.1578
2019-01-05 02:00,0.0062,22.102,0.0108,0.0585,0,0,0.3427,1.16
2019-01-05 03:00,0.0064,22.308,63.8063,140.5379,0,0,0.2866,1.1618
2019-01-05 04:00,0.0068,24.046,279.6418,462.6284,0,0,0.2552,1.1595
2019-01-05 05:00,0.0089,26.206,510.1925,753.9565,0,0,0.3416,1.1545
2019-01-05 06:00,0.006,28.287,698.0556,991.6715,0,0,0.5059,1.1487
2019-01-05 07:00,0.0029,30.115,831.4387,1159.5241,0,0,0.6706,1.1427
2019-01-05 08:00,0.0019,31.516,880.4636,1246.1037,0,0,0.7817,1.1372
2019-01-05 09:00,0.0013,32.485,865.0713,1245.4572,0,0,0.8268,1.1324
2019-01-05 10:00,9.00E-04,33.132,813.1959,1157.6794,0,0,0.8159,1.1285
2019-01-05 11:00,7.00E-04,33.286,681.8822,988.7944,0,0,0.7587,1.1262
2019-01-05 12:00,3.00E-04,32.896,491.241,750.186,0,0,0.6924,1.1258
2019-01-05 13:00,1.00E-04,31.903,268.0466,458.1746,0,0,0.593,1.1272
2019-01-05 14:00,0,29.995,64.2822,141.1329,0,0,0.5002,1.1306
2019-01-05 15:00,0,27.629,0.2026,0.8105,0,0,0.432,1.136
2019-01-05 16:00,0,26.674,0,0,0,0,0.3627,1.1411
2019-01-05 17:00,0,25.916,0,0,0,0,0.345,1.1448
2019-01-05 18:00,0,25.259,0,0,0,0,0.3573,1.1474
2019-01-05 19:00,0,24.729,0,0,0,0,0.3721,1.1493
2019-01-05 20:00,1.00E-04,24.267,0,0,0,0,0.4174,1.1507
2019-01-05 21:00,1.00E-04,23.84,0,0,0,0,0.5062,1.1518
2019-01-05 22:00,2.00E-04,23.464,0,0,0,0,0.5931,1.1528
2019-01-05 23:00,3.00E-04,23.147,0,0,0,0,0.6336,1.154
2019-01-06 00:00,0,22.849,0,0,0,0,0.6374,1.1555
2019-01-06 01:00,1.00E-04,22.56,0,0,0,0,0.6169,1.1571
2019-01-06 02:00,0.0013,22.288,0.0103,0.0607,0,0,0.6211,1.1588
2019-01-06 03:00,0.0079,22.483,58.9138,140.8035,0,0,0.6213,1.1602
2019-01-06 04:00,0.0025,24.068,265.6665,463.1762,0,0,0.5692,1.158
2019-01-06 05:00,0,26.077,500.5106,754.7283,0,0,0.5143,1.1533
2019-01-06 06:00,0,28.152,702.7903,992.597,0,0,0.4707,1.1474
2019-01-06 07:00,0,30.072,848.2592,1160.61,0,0,0.4482,1.1411
2019-01-06 08:00,0,31.678,930.0554,1247.2359,0,0,0.4698,1.135
2019-01-06 09:00,0,32.858,940.4254,1246.607,0,0,0.494,1.1296
2019-01-06 10:00,0,33.528,869.36,1158.7571,0,0,0.5395,1.1253
2019-01-06 11:00,0,33.661,723.1042,989.7371,0,0,0.6066,1.1228
2019-01-06 12:00,0,33.22,513.5793,750.9756,0,0,0.6582,1.1223
2019-01-06 13:00,0,32.182,275.5792,458.7275,0,0,0.6547,1.1239
2019-01-06 14:00,0,30.226,63.5691,141.3795,0,0,0.6185,1.1275
2019-01-06 15:00,0,27.908,0.1944,0.8131,0,0,0.5846,1.1328
2019-01-06 16:00,0,26.969,0,0,0,0,0.5273,1.1377
2019-01-06 17:00,0,26.214,0,0,0,0,0.46,1.1414
2019-01-06 18:00,0,25.58,0,0,0,0,0.3915,1.1442
2019-01-06 19:00,0,25.047,0,0,0,0,0.3557,1.1462
2019-01-06 20:00,0,24.603,0,0,0,0,0.3282,1.1478
2019-01-06 21:00,0,24.199,0,0,0,0,0.3609,1.1489
2019-01-06 22:00,1.00E-04,23.826,0,0,0,0,0.4153,1.15
2019-01-06 23:00,3.00E-04,23.503,0,0,0,0,0.3863,1.1513
2019-01-07 00:00,0.001,23.213,0,0,0,0,0.3358,1.1528
2019-01-07 01:00,0.0012,22.946,0,0,0,0,0.3002,1.1544
2019-01-07 02:00,0.0017,22.685,0.0121,0.0631,0,0,0.2661,1.1563
2019-01-07 03:00,5.00E-04,22.885,61.2212,141.0999,0,0,0.2429,1.1579
2019-01-07 04:00,2.00E-04,24.501,270.6367,463.7338,0,0,0.2131,1.1559
2019-01-07 05:00,1.00E-04,26.614,505.3189,755.5257,0,0,0.1866,1.151
2019-01-07 06:00,0,28.801,704.962,993.6257,0,0,0.2274,1.1448
2019-01-07 07:00,0,30.78,843.5626,1161.7189,0,0,0.358,1.1382
2019-01-07 08:00,0,32.32,899.9729,1248.4636,0,0,0.4886,1.1322
2019-01-07 09:00,0,33.337,872.5708,1247.8634,0,0,0.5611,1.1272
2019-01-07 10:00,0,33.848,778.4593,1159.9733,0,0,0.6347,1.1235
2019-01-07 11:00,0,33.896,639.4852,990.7568,0,0,0.6809,1.1215
2019-01-07 12:00,0,33.434,454.2786,751.7675,0,0,0.7174,1.1211
2019-01-07 13:00,0,32.438,244.5159,459.3047,0,0,0.7494,1.1225
2019-01-07 14:00,0,30.446,56.7258,141.6388,0,0,0.7586,1.126
2019-01-07 15:00,0,28.125,0.1588,0.8159,0,0,0.7438,1.1313
2019-01-07 16:00,0,27.14,0,0,0,0,0.717,1.1363
2019-01-07 17:00,0,26.331,0,0,0,0,0.6837,1.1403
2019-01-07 18:00,0,25.644,0,0,0,0,0.6444,1.1434
2019-01-07 19:00,0,25.041,0,0,0,0,0.6358,1.146
2019-01-07 20:00,0,24.482,0,0,0,0,0.6564,1.1481
2019-01-07 21:00,0,23.959,0,0,0,0,0.6556,1.1497
2019-01-07 22:00,0,23.454,0,0,0,0,0.6336,1.1511
2019-01-07 23:00,0,23,0,0,0,0,0.5925,1.1527
2019-01-08 00:00,4.00E-04,22.599,0,0,0,0,0.5648,1.1544
2019-01-08 01:00,0.0034,22.23,0,0,0,0,0.5859,1.1563
2019-01-08 02:00,0.0077,21.882,0.0129,0.0657,0,0,0.6396,1.1584
2019-01-08 03:00,0.006,22.114,66.3218,141.4106,0,0,0.6681,1.1599
2019-01-08 04:00,0.0014,24.035,289.1184,464.3607,0,0,0.7052,1.1569
2019-01-08 05:00,0,26.439,529.5896,756.3841,0,0,0.7241,1.1511
2019-01-08 06:00,0,28.785,731.5515,994.6785,0,0,0.7187,1.1445
2019-01-08 07:00,0,30.828,864.604,1162.9578,0,0,0.685,1.1379
2019-01-08 08:00,0,32.357,916.7603,1249.6945,0,0,0.6783,1.1319
2019-01-08 09:00,0,33.357,900.4604,1249.1467,0,0,0.713,1.127
2019-01-08 10:00,0,33.864,819.1387,1161.1644,0,0,0.7298,1.1234
2019-01-08 11:00,0,33.834,672.7175,991.8054,0,0,0.7123,1.1215
2019-01-08 12:00,0,33.258,478.1825,752.6541,0,0,0.6742,1.1217
2019-01-08 13:00,1.00E-04,32.113,259.0776,459.8959,0,0,0.6581,1.1238
2019-01-08 14:00,0.0032,30.121,60.5261,141.9215,0,0,0.6612,1.128
2019-01-08 15:00,0.005,27.861,0.1802,0.8188,0,0,0.6976,1.1337
2019-01-08 16:00,0.0036,26.924,0,0,0,0,0.819,1.1388
2019-01-08 17:00,8.00E-04,26.199,0,0,0,0,0.8841,1.1425
2019-01-08 18:00,4.00E-04,25.587,0,0,0,0,0.9082,1.1451
2019-01-08 19:00,0.0012,25.051,0,0,0,0,0.9152,1.1471
2019-01-08 20:00,0.0011,24.584,0,0,0,0,0.9178,1.1486
2019-01-08 21:00,0.0021,24.171,0,0,0,0,0.9306,1.1497
2019-01-08 22:00,9.00E-04,23.811,0,0,0,0,0.9304,1.1506
2019-01-08 23:00,2.00E-04,23.508,0,0,0,0,0.926,1.1518
2019-01-09 00:00,1.00E-04,23.222,0,0,0,0,0.9086,1.1531
2019-01-09 01:00,9.00E-04,22.954,0,0,0,0,0.8692,1.1546
2019-01-09 02:00,8.00E-04,22.727,0.0136,0.0685,0,0,0.8445,1.1563
2019-01-09 03:00,5.00E-04,22.957,50.5834,141.7334,0,0,0.8563,1.1576
2019-01-09 04:00,4.00E-04,24.477,234.17,464.9745,0,0,0.8282,1.1557
2019-01-09 05:00,2.00E-04,26.432,452.0758,757.2799,0,0,0.8382,1.1515
2019-01-09 06:00,6.00E-04,28.424,630.8458,995.7811,0,0,0.8423,1.1461
2019-01-09 07:00,0.0023,30.191,757.9674,1164.2394,0,0,0.8509,1.1402
2019-01-09 08:00,0.0025,31.545,815.8695,1251.0538,0,0,0.8525,1.135
2019-01-09 09:00,0.0034,32.386,799.7502,1250.4993,0,0,0.8594,1.1309
2019-01-09 10:00,0.0044,32.731,719.9507,1162.4021,0,0,0.8704,1.128
2019-01-09 11:00,0.0083,32.622,594.1447,992.9242,0,0,0.8603,1.1265
2019-01-09 12:00,0.0198,32.077,424.5755,753.5204,0,0,0.852,1.1265
2019-01-09 13:00,0.0351,31.076,225.7366,460.5194,0,0,0.8676,1.1282
2019-01-09 14:00,0.0434,29.473,53.9784,142.2113,0,0,0.8752,1.1316
2019-01-09 15:00,0.0257,27.703,0.1824,0.8219,0,0,0.8909,1.1362
2019-01-09 16:00,0.0141,26.871,0,0,0,0,0.9017,1.1406
2019-01-09 17:00,0.0043,26.183,0,0,0,0,0.9038,1.144
2019-01-09 18:00,0.0015,25.591,0,0,0,0,0.9069,1.1464
2019-01-09 19:00,0.0016,25.083,0,0,0,0,0.9038,1.1482
2019-01-09 20:00,0.0025,24.633,0,0,0,0,0.9055,1.1495
2019-01-09 21:00,0.0105,24.231,0,0,0,0,0.9136,1.1503
2019-01-09 22:00,0.0199,23.874,0,0,0,0,0.902,1.1511
2019-01-09 23:00,0.0224,23.571,0,0,0,0,0.8942,1.1521
2019-01-10 00:00,0.0204,23.307,0,0,0,0,0.896,1.1533
2019-01-10 01:00,0.0122,23.056,0,0,0,0,0.8855,1.1547
2019-01-10 02:00,0.0058,22.811,0.0127,0.0716,0,0,0.8712,1.1564
2019-01-10 03:00,0.0032,23.008,53.9467,142.0779,0,0,0.8646,1.1577
2019-01-10 04:00,7.00E-04,24.529,240.6438,465.6327,0,0,0.856,1.1558
2019-01-10 05:00,4.00E-04,26.515,453.1743,758.2018,0,0,0.8609,1.1514
2019-01-10 06:00,0.001,28.507,634.7576,996.9094,0,0,0.8665,1.1459
2019-01-10 07:00,0.0014,30.31,773.6252,1165.4724,0,0,0.87,1.14
2019-01-10 08:00,5.00E-04,31.776,856.3097,1252.4848,0,0,0.868,1.1344
2019-01-10 09:00,1.00E-04,32.8,866.4714,1251.8249,0,0,0.8589,1.1295
2019-01-10 10:00,0,33.329,799.5668,1163.7542,0,0,0.8291,1.126
2019-01-10 11:00,0,33.327,657.3525,994.0744,0,0,0.7666,1.1241
2019-01-10 12:00,0,32.816,464.3676,754.4529,0,0,0.778,1.1239
2019-01-10 13:00,0,31.834,255.6385,461.1962,0,0,0.8165,1.1255
2019-01-10 14:00,0,30.041,61.4258,142.5212,0,0,0.8244,1.1289
2019-01-10 15:00,0,27.849,0.1629,0.8252,0,0,0.7869,1.1342
2019-01-10 16:00,0,26.916,0,0,0,0,0.7114,1.1393
2019-01-10 17:00,0,26.123,0,0,0,0,0.6558,1.1435
2019-01-10 18:00,0,25.416,0,0,0,0,0.5875,1.1466
2019-01-10 19:00,0,24.78,0,0,0,0,0.5095,1.149
2019-01-10 20:00,0,24.217,0,0,0,0,0.4618,1.1509
2019-01-10 21:00,0,23.711,0,0,0,0,0.4301,1.1522
2019-01-10 22:00,0,23.265,0,0,0,0,0.4153,1.1535
2019-01-10 23:00,0,22.87,0,0,0,0,0.417,1.1549
2019-01-11 00:00,0,22.526,0,0,0,0,0.4145,1.1565
2019-01-11 01:00,0,22.2,0,0,0,0,0.4582,1.1583
2019-01-11 02:00,0,21.896,0.0156,0.075,0,0,0.5401,1.1602
2019-01-11 03:00,0,22.187,67.9933,142.4348,0,0,0.6413,1.1617
2019-01-11 04:00,0,24.192,292.4126,466.3246,0,0,0.7374,1.1584
2019-01-11 05:00,0,26.476,534.5597,759.1875,0,0,0.7925,1.1529
2019-01-11 06:00,0,28.613,740.98,998.1468,0,0,0.82,1.1469
2019-01-11 07:00,0,30.503,890.4168,1166.9023,0,0,0.8161,1.1407
2019-01-11 08:00,0,32.023,968.4133,1253.8799,0,0,0.7773,1.1349
2019-01-11 09:00,0,33.092,969.6109,1253.3125,0,0,0.7358,1.13
2019-01-11 10:00,0,33.661,890.2649,1165.0609,0,0,0.7114,1.1262
2019-01-11 11:00,0,33.696,740.2761,995.3154,0,0,0.6998,1.124
2019-01-11 12:00,0,33.168,527.4923,755.4468,0,0,0.6958,1.1237
2019-01-11 13:00,0,32.028,286.2638,461.8955,0,0,0.7074,1.1253
2019-01-11 14:00,0,30.065,69.0088,142.8384,0,0,0.7382,1.1291
2019-01-11 15:00,0,27.606,0.2128,0.8286,0,0,0.7786,1.135
2019-01-11 16:00,0,26.556,0,0,0,0,0.7992,1.1406
2019-01-11 17:00,0,25.743,0,0,0,0,0.7967,1.1448
2019-01-11 18:00,0,25.065,0,0,0,0,0.7852,1.1479
2019-01-11 19:00,0,24.486,0,0,0,0,0.7645,1.1503
2019-01-11 20:00,0,23.964,0,0,0,0,0.7356,1.1522
2019-01-11 21:00,0,23.467,0,0,0,0,0.7032,1.1537
2019-01-11 22:00,0,22.991,0,0,0,0,0.6538,1.1549
2019-01-11 23:00,0,22.563,0,0,0,0,0.6031,1.1563
2019-01-12 00:00,0,22.162,0,0,0,0,0.5375,1.158
2019-01-12 01:00,0,21.781,0,0,0,0,0.4636,1.1598
2019-01-12 02:00,0,21.437,0.0156,0.0788,0,0,0.4801,1.1618
2019-01-12 03:00,0,21.66,68.1235,142.8029,0,0,0.5202,1.1634
2019-01-12 04:00,0,23.662,290.6568,467.0338,0,0,0.5616,1.16
2019-01-12 05:00,0,26.048,530.7434,760.1482,0,0,0.6491,1.154
2019-01-12 06:00,0,28.237,730.8046,999.3397,0,0,0.7462,1.1478
2019-01-12 07:00,0,30.149,874.0347,1168.2463,0,0,0.7921,1.1416
2019-01-12 08:00,0,31.678,953.717,1255.3998,0,0,0.8161,1.1359
2019-01-12 09:00,0,32.745,951.9727,1254.8097,0,0,0.8018,1.1309
2019-01-12 10:00,0,33.272,872.2906,1166.5416,0,0,0.7853,1.1271
2019-01-12 11:00,0,33.227,723.6084,996.5142,0,0,0.7498,1.1249
2019-01-12 12:00,0,32.6,517.1234,756.4284,0,0,0.7578,1.1249
2019-01-12 13:00,0,31.395,279.5937,462.6043,0,0,0.8158,1.1269
2019-01-12 14:00,0,29.401,65.3527,143.1711,0,0,0.9107,1.1308
2019-01-12 15:00,0,27.12,0.1976,0.8322,0,0,0.937,1.1364
2019-01-12 16:00,0,26.164,0,0,0,0,0.9335,1.1414
2019-01-12 17:00,0,25.42,0,0,0,0,0.9223,1.1454
2019-01-12 18:00,0,24.794,0,0,0,0,0.9083,1.1483
2019-01-12 19:00,0,24.258,0,0,0,0,0.8867,1.1505
2019-01-12 20:00,0,23.778,0,0,0,0,0.8775,1.1523
2019-01-12 21:00,0,23.334,0,0,0,0,0.8182,1.1537
2019-01-12 22:00,0,22.934,0,0,0,0,0.7127,1.1548
2019-01-12 23:00,0,22.598,0,0,0,0,0.6253,1.1562
2019-01-13 00:00,0,22.298,0,0,0,0,0.5568,1.1579
2019-01-13 01:00,0,22.008,0,0,0,0,0.519,1.1597
2019-01-13 02:00,0,21.719,0.0174,0.0828,0,0,0.5053,1.1617
2019-01-13 03:00,0,21.953,64.6144,143.1892,0,0,0.4902,1.1632
2019-01-13 04:00,0,23.839,283.6346,467.7665,0,0,0.466,1.1601
2019-01-13 05:00,0,26.164,526.0411,761.2049,0,0,0.4434,1.1545
2019-01-13 06:00,0,28.384,730.7147,1000.6313,0,0,0.4713,1.1481
2019-01-13 07:00,0,30.35,881.4876,1169.7143,0,0,0.5353,1.1415
2019-01-13 08:00,0,31.91,958.9333,1256.9569,0,0,0.5629,1.1354
2019-01-13 09:00,0,32.996,962.0994,1256.3822,0,0,0.5928,1.1302
2019-01-13 10:00,0,33.561,882.4957,1168.021,0,0,0.6059,1.1264
2019-01-13 11:00,0,33.551,725.2025,997.8321,0,0,0.6276,1.1242
2019-01-13 12:00,0,32.963,503.8626,757.4741,0,0,0.6571,1.1239
2019-01-13 13:00,0,31.858,266.7984,463.3525,0,0,0.6619,1.1255
2019-01-13 14:00,0,30.068,63.6246,143.5214,0,0,0.6759,1.129
2019-01-13 15:00,0,27.987,0.2004,0.8359,0,0,0.6893,1.1339
2019-01-13 16:00,0,26.988,0,0,0,0,0.6754,1.1387
2019-01-13 17:00,0,26.194,0,0,0,0,0.6552,1.1426
2019-01-13 18:00,0,25.533,0,0,0,0,0.6638,1.1455
2019-01-13 19:00,0,24.955,0,0,0,0,0.6887,1.1478
2019-01-13 20:00,0,24.448,0,0,0,0,0.7142,1.1497
2019-01-13 21:00,0,23.971,0,0,0,0,0.7368,1.1511
2019-01-13 22:00,0,23.521,0,0,0,0,0.7772,1.1523
2019-01-13 23:00,0,23.147,0,0,0,0,0.8614,1.1536
2019-01-14 00:00,0,22.826,0,0,0,0,0.8866,1.1552
2019-01-14 01:00,0,22.515,0,0,0,0,0.8946,1.1568
2019-01-14 02:00,0,22.199,0.0169,0.087,0,0,0.8897,1.1585
2019-01-14 03:00,0,22.418,64.8503,143.5958,0,0,0.8858,1.1601
2019-01-14 04:00,0,24.214,282.253,468.5202,0,0,0.8713,1.1576
2019-01-14 05:00,0,26.518,519.2364,762.2886,0,0,0.8378,1.1523
2019-01-14 06:00,0,28.854,716.0515,1002.0076,0,0,0.8368,1.1458
2019-01-14 07:00,0,30.921,851.977,1171.2299,0,0,0.8668,1.139
2019-01-14 08:00,0,32.506,922.5186,1258.5324,0,0,0.8856,1.133
2019-01-14 09:00,0,33.611,928.7921,1257.9736,0,0,0.88,1.128
2019-01-14 10:00,0,34.21,860.5055,1169.4605,0,0,0.8434,1.124
2019-01-14 11:00,0,34.236,711.9538,999.1546,0,0,0.8341,1.1217
2019-01-14 12:00,0,33.71,505.5744,758.5672,0,0,0.8354,1.1212
2019-01-14 13:00,0,32.64,274.6901,464.11,0,0,0.8355,1.1228
2019-01-14 14:00,0,30.458,63.8878,143.875,0,0,0.8408,1.1268
2019-01-14 15:00,0,27.957,0.1762,0.8399,0,0,0.8535,1.1328
2019-01-14 16:00,0,26.98,0,0,0,0,0.835,1.1385
2019-01-14 17:00,0,26.222,0,0,0,0,0.8122,1.143
2019-01-14 18:00,0,25.544,0,0,0,0,0.8047,1.1464
2019-01-14 19:00,0,24.923,0,0,0,0,0.7774,1.149
2019-01-14 20:00,0,24.36,0,0,0,0,0.7763,1.151
2019-01-14 21:00,0,23.868,0,0,0,0,0.7893,1.1523
2019-01-14 22:00,0,23.435,0,0,0,0,0.7833,1.1533
2019-01-14 23:00,0,23.047,0,0,0,0,0.797,1.1545
2019-01-15 00:00,0,22.719,0,0,0,0,0.8165,1.1557
